Drug Name	DrugBankID	Label DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
diflunisal	DB00861	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000211571666795	NPHS1,CTSL,CFH,PTGS2,HP,APOE,APOA1,ALB,FN1	
diflunisal	DB00861	Myocardial infarction	Acute myocardial infarction	C0155626	0.000133436594598	DMD,PTGS2,HP,CST3,APOE,APOA1,F7,SCN5A,ITGA2	
diflunisal	DB00861	Edema	Cerebral edema	C0006114	0.000129692000479	DMD,GFAP,APOE,MYL4,SLC25A13	
diflunisal	DB00861	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000143164053776	APOA1,F7,ITGA2	
diflunisal	DB00861	Myocardial infarction	Old myocardial infarction	C0155668	0.000157106706031	APOA4,APOE,APOA1	
diclofenac	DB00586	Myocardial infarction	Myocardial Infarction	C0027051	7.24347913505e-05	F7,ALOX5AP,CYP2C19,APOC3,PTGS1,ABCB1,ALOX15,KRT16,SERPING1,HP,CYP2C8,CST3,SCN5A,CFH,APOE,ITGA2,TP53,CYP2C9,AHSG,UGT1A1,CYP3A4,ATM,CYP2B6,CYP1A2,APOA1,APOA4,PTGS2,GSN,APOC1,PLA2G2A,GFAP,APOA2,CDCP1,CYP1A1,KCNMA1,ALOX5,FN1	
diclofenac	DB00586	Pancreatitis	Pancreatitis, Alcoholic	C0376670	0.000234019695613	ABCB1,APOE,UGT1A7,ATM,CYP2E1,CYP1A1	
diclofenac	DB00586	Myocardial infarction	Old myocardial infarction	C0155668	0.000150857542877	CYP2C8,APOE,CYP2C9,APOA1,APOA4	
diclofenac	DB00586	Myocardial infarction	Acute myocardial infarction	C0155626	0.000137226965721	F7,CYP2C19,ABCB1,DMD,HP,CST3,SCN5A,APOE,ITGA2,CYP2B6,APOA1,PTGS2,PLA2G2A	
pertuzumab	DB06366	Hypertension	Hypertension	C0020538	0.000166153846154	ERBB3,IRS1,KL,ANGPT1,IRS2,IL3,EGFR,FGF1,CSF2,RET,PIK3R1,CALM3,EGF,KLB,PDGFRB,FGFR1,HGF,IL5,FGFR4,FGF2,PTPN11,FGFR3,RHOA,FGF5,FGFR2,PDGFB,FRS2	
pertuzumab	DB06366	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000161900369004	ANGPT1,PDGFA,CSF2,CALM3,EGF,FGFR1,HGF,FGFR4,FGF2,TEK,RHOA,PDGFB	
pertuzumab	DB06366	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000402325581395	IL3,EGFR,GFRA1,CSF2,ARTN,RET,EGF,ICOS,ERBB2,PIK3CA,KRAS,HGF,GDNF,FGFR4,NEFL	
ramipril	DB00178	Edema	High altitude pulmonary edema	C0340100	0.000239849508065	ACE,REN	
ramipril	DB00178	Pancreatitis	Acute pancreatitis	C0001339	0.000217202141901	AGT,ACE,REN	
ramipril	DB00178	Myocardial infarction	Old myocardial infarction	C0155668	0.000210334781329	ACE,REN	
ramipril	DB00178	Proteinuria	Proteinuria Adverse Event	C1962972	1	AGT,ACE	
ramipril	DB00178	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000333333333333	AGT,ACE,REN	
ramipril	DB00178	Myocardial infarction	Anterior myocardial infarction	C0340293	1	ACE	
rituximab	DB00073	Hemolytic anemia	Autoimmune hemolytic anemia	C0002880	0.000121570404293	MS4A1,FCGR3B,CD3G,IGHV2-5,FCGR3A	
rituximab	DB00073	Hemolytic anemia	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	C0002878	0.000280334728033	MS4A1,FCGR2C,CD3G,IGHV2-5,FCGR2A,FCGR2B	
olmesartan	DB00275	Pancreatitis	Hereditary pancreatitis	C0238339	0.000112600303526	CASR,TACR3,TACR1,P2RY6,F2RL1,ABCC2,TAC1,TACR2,EDN1,CCKBR,GAST,GCG,NTSR1,NTS	
olmesartan	DB00275	Myocardial infarction	Myocardial Infarction	C0027051	6.90230237875e-05	CASR,KNG1,P2RY2,AGT,P2RY11,UTS2,AGTR1,EDNRA,BDKRB2,GHSR,BDKRB1,GHRL,F2,F2RL1,SLCO1B1,EDN2,F2R,UTS2R,ADRA1D,EDN1,GCG,AVPR1A,EDNRB	
olmesartan	DB00275	Pulmonary edema	High altitude pulmonary edema	C0340100	0.000266666666667	AGTR1,EDNRA,EDN1	
olmesartan	DB00275	Edema	High altitude pulmonary edema	C0340100	0.000266666666667	AGTR1,EDNRA,EDN1	
memantine	DB01043	Hypertension	Hypertension	C0020538	4.74537024392e-05	CYP2B6,GAL,GNAI2,CCR5,CCL21,CNR1,PYY,SRC,FPR1,CALM3,BDKRB2,SLC22A2,ADORA1,SST,SUCNR1,AGT,HRH3,ADRA2C,PDYN,LPAR2,ANXA1,ADRA2B,CCR2,NPY1R,LPAR1,CCL28,NPY2R,ADRA2A,CXCL8,PPBP,CYP2A6,TIAM1,KNG1,APLN,BDKRB1,HTR1B,CXCL2,APLNR,NPY,CXCL13,CASR,CCR6,EPHB1,OPRD1,ACKR3,CXCR6,APP,SSTR4,GPER1,SAA1,DRD2,POMC,CYP2C19,AGTR2,GABBR1	
memantine	DB01043	Pneumonia	Pneumonia	C0032285	6.46111207345e-05	CCR3,ADORA3,CCR1,CXCL1,CCL19,CCR8,LPAR2,PTGDR2,CCR2,LPAR1,CXCR3,CCL5,CXCL8,CCL20,CXCR2,C3,CXCR4,C5AR1,KNG1,CXCL5,CCR9,CXCL2,NPW,CXCL13,CCR6,CXCL12,POMC,C3AR1,PF4,CXCL9	
memantine	DB01043	Sepsis	Sepsis	C0243026	5.83091320889e-05	GAL,PNOC,SST,AGT,S1PR3,CCR2,C5,GRIN2A,ADRA2A,CCL5,CXCL8,CXCR2,C3,FYN,CXCR4,C5AR1,KNG1,CXCL2,APP,CXCL12,SAA1,POMC,C3AR1,FPR2,AGTR2	
memantine	DB01043	Hypertension	genetic hypertension	C0598428	6.96244234571e-05	AGT,LPAR2,ADRA2B,ACKR3,CXCR6,SSTR4	
memantine	DB01043	Hypertension	Primary pulmonary hypertension	C0152171	0.000108493490391	CCR5,CCR1,SRC,BDKRB2,EPHB2,CCR7,CCL5,CXCR4,KNG1,BDKRB1,HTR1B,APLNR,CXCL12	
memantine	DB01043	Myocardial infarction	Myocardial Infarction	C0027051	6.99541284404e-05	CYP2B6,CCR3,P2RY12,ADORA3,CCR5,CCR1,TAS2R50,CNR1,CXCR5,HTR1D,BDKRB2,ADORA1,AGT,ADRA2B,CCR2,CCL5,CXCL8,C3,CXCL10,GRM8,KNG1,BDKRB1,NPY,CASR,SOS1,OPRD1,CXCL6,CXCL12,OPRK1,CYP2C19,AGTR2	
memantine	DB01043	Pancreatitis	Hereditary pancreatitis	C0238339	7.31360273193e-05	GNAI2,CXCL1,HRAS,CCL28,CXCR3,CXCL8,CXCR1,CCL20,CXCR2,CXCR4,CXCL10,CXCL5,CASR,SOS1,CCR6,CXCL6,CXCL12	
memantine	DB01043	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000134538207173	CYP2B6,CNR1,MTNR1A,GRIN2B,MTNR1B,DRD2,HTR1F	
memantine	DB01043	Hypertension	Renovascular hypertension	C0020545	0.000100812650999	SUCNR1,AGT,CXCR3,CXCL10,PTGER3,AGTR2	
memantine	DB01043	Delirium	Cocaine delirium	C0011206	0.000290068336068	CALM3,GRIN2B,CXCL8,GRIN3A,DRD2	
memantine	DB01043	Hypertension	Pulmonary arterial hypertension	C3203102	0.000119618135044	CCR5,CCR1,SRC,BDKRB2,EPHB2,CCR7,CCL5,CXCR4,KNG1,BDKRB1,HTR1B,APLNR,CCR6,CXCL12	
memantine	DB01043	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000134241245136	GAL,CCR5,CNR1,SHC1,AGT,CCR7,CCR2,CCL5,C3,NPY,SAA1,CYP2C19,AGTR2	
memantine	DB01043	Pneumonia	Streptococcal pneumonia	C0155862	0.000148348556388	CCL5,CXCL8,PPBP,C3	
protirelin	DB09421	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000161900369004	TAC1,UTS2,EDN1,UTS2B,CASR,BDKRB2,CYSLTR1,TACR2,HTR2B,F2RL1,NPS,AGT,TACR1,F2,EDNRB,EDNRA	
protirelin	DB09421	Hypertension	Essential hypertension	C0085580	7.35272006863e-05	UTS2,EDN1,KNG1,GCGR,BDKRB2,ADRA1A,ADRA1B,AVPR1A,TRHR,LPAR2,EDN2,BDKRB1,P2RY2,PTGFR,AGT,ADRA1D,LPAR1,EDNRA	
protirelin	DB09421	Hypertension	Hypertension	C0020538	0.000166153846154	CYSLTR2,UTS2,EDN1,APP,EDN3,CASR,KNG1,GCGR,TAC3,BDKRB2,ADRA1A,UTS2R,GNRH1,OXT,CHRM3,ADRA1B,AVPR1A,KISS1,TRHR,LPAR2,GNA14,SAA1,F2R,GCG,EDN2,HTR2B,GHRL,BDKRB1,NTS,XCL1,P2RY2,TRH,PTGER1,AGT,TACR1,ADRA1D,F2,TACR3,LPAR1,OXTR,EDNRB,EDNRA,GHSR	
protirelin	DB09421	Hypertension	genetic hypertension	C0598428	7.3748308525e-05	CYSLTR2,EDN1,ADRA1A,LPAR2,AGT,EDNRA	
protirelin	DB09421	Hypertension	Primary pulmonary hypertension	C0152171	9.28362573099e-05	EDN1,KNG1,BDKRB2,F2R,HTR2B,F2RL1,BDKRB1,NPS,EDNRB,EDNRA	
protirelin	DB09421	Hypertension	Pulmonary arterial hypertension	C3203102	0.00015	EDN1,KNG1,BDKRB2,F2R,HTR2B,F2RL1,BDKRB1,NPS,EDNRB,EDNRA	
protirelin	DB09421	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000158477008471	EDN1,UTS2B,BDKRB2,AGT,EDNRB,EDNRA	
protirelin	DB09421	Hypertension	Ocular Hypertension	C0028840	0.000222222222222	PTGFR,EDNRB,GHSR	
prasugrel	DB06209	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000118747078074	CDCP1,CYP3A4,AGTR2,CCR2,SAA1,NPY,CCR7,APOA4,APOC2,APOA1,ALB,APOA2,C3,SLC25A13,CCL5,CNR1,AGT,F7,HP,APOC3,CCR5,CYP2C9,APOC1,APOE,NPHS1,CYP2C19,GAL	
prasugrel	DB06209	Hypertension	Renovascular hypertension	C0020545	9.67565525737e-05	ATM,AGTR2,PTGER3,FN1,AGT,CXCL10,SUCNR1,CXCR3	
prasugrel	DB06209	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000167180821553	HTR1B,CYP3A4,ADORA1,ITGA2,TTR,GFAP,AGT,CAMTA1,CCL20,HP,CXCL1,SLA2,APOE,CXCL12	
sulindac	DB00605	Myocardial infarction	Myocardial Infarction	C0027051	6.99541284404e-05	PTGS2,APOA2,ITGA2,BRAF,AHSG,RAF1,MAPK3,MAPK1,FN1,CDCP1,SCN5A,CXCL6,PTGS1,CYP1A1,HP,APOA4,CFH,KRT16,GSN,F7,APOC3,F2R,APOA1,CYP1A2,APOE,CST3,SERPING1,KCNMA1,APOC1,GFAP,TP53,ATM	
sulindac	DB00605	Pancreatitis	Hereditary pancreatitis	C0238339	7.31360273193e-05	PTGS2,HRAS,TSC22D1,APOC2,CFB,MAPK3,GNAI2,PLAG1,CXCL6,HP,MGST1,ALB,KRAS,APOE,PRSS3,KLK3,TP53	
sulindac	DB00605	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000135031283371	IL17RD,BRAF,SPAST,GJC2,MAPK1,SETX,TLN2,PPARD,PTGS1,LDB3,CYP1A1,NLRC4,TTR,APP,GSN,CYP1A2,KRAS,SACS,APOE,SERPING1,GFAP,TP53,ATM,AKR1B1	
sulindac	DB00605	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000157677206034	PTGS2,POMC,CTSL,FN1,SAA1,HP,CFH,ALB,APOA1,APOE,NPHS1	
sulindac	DB00605	Pancreatitis	Pancreatitis	C0030305	0.000150176678445	PTGS2,HRAS,CTSL,BRAF,APOC2,CYP1A1,NCOA3,ALB,SLC25A13,KRAS,APOE,TP53	
sulindac	DB00605	Peripheral neuropathy	Peripheral axonal neuropathy	C1263857	0.00013075690829	BRAF,GJC2,SETX,TTR,KRAS,SERPING1	
bromocriptine	DB01200	Hypertension	genetic hypertension	C0598428	8.87278165011e-05	ACKR3,CXCR6,AGT,PTHLH,EDN1,CYSLTR2,ADRA1A,LPAR2,ADRA2B,PTH,EDNRA,SSTR4	
bromocriptine	DB01200	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.84513205188e-05	CXCR2,EDNRB,CCL5,APOE,NPY,CALCA,CXCR1,ADM,F2,UTS2B,RAMP2,AGT,EDN1,UTS2,APLNR,TACR2,CCR7,ADORA2B,F2RL1,HTR2B,TACR1,HTR1B,CXCL8,EDNRA,CASR,TAC1,BDKRB2,ADRB1,VIP,NPS,CYSLTR1	
bromocriptine	DB01200	Myocardial infarction	Myocardial Infarction	C0027051	6.95035856963e-05	TAS2R50,GSN,GFAP,EDNRB,BDKRB1,CYP3A4,CCR1,KNG1,CCL5,APOE,NPY,GRM8,P2RY2,GCG,CST3,GHRL,ADRB3,ADM,CCR5,F2,CXCR5,PTGER2,C3,AGT,EDN1,CYP1A2,ABCB1,SCN5A,SERPING1,UTS2R,ADORA3,AVPR1A,ADRA1D,CDCP1,KCNMA1,EDN2,UTS2,CNR1,RLN2,CCR3,CXCL10,P2RY12,RAMP1,F2R,CXCL12,F2RL1,HP,TBXA2R,HTR2A,GHRH,AHSG,GHSR,CXCL8,OPRK1,ADRA2B,EDNRA,P2RY11,ADORA1,CCR2,AGTR2,HTR1D,CASR,BDKRB2,ADRB1,OPRD1,CXCL6,APOC1	
bromocriptine	DB01200	Hypertension	Essential hypertension	C0085580	8.41243421446e-05	BDKRB1,CALCRL,KNG1,APOE,NPY,CALCA,FSHR,DRD1,P2RY2,PTGFR,GCGR,ADRB3,ADM,AGT,EDN1,ABCB1,POMC,GNAS,AVPR1A,ADRA1D,KCNMA1,EDN2,UTS2,APLNR,TRHR,ADRA1A,HP,HTR2A,LPAR2,ADRA1B,ADRA2B,PTH,EDNRA,ADORA1,AGTR2,BDKRB2,ADRB1,LPAR1,ALB,VIP,GNAI2	
bromocriptine	DB01200	Hypertension	Renovascular hypertension	C0020545	0.000110626138514	CXCR3,ADM,AGT,SUCNR1,AVPR1A,CXCL10,PTGER3,AGTR2,ADRB1	
bromocriptine	DB01200	Myocardial infarction	Acute myocardial infarction	C0155626	0.000142930415456	APOE,GCG,CST3,ADM,F2,AGT,EDN1,ABCB1,SCN5A,CCL21,CXCR4,P2RY12,CXCL12,HP,HTR2A,CXCL8,ADRA2B,EDNRA,P2RY11,ADRB1	
bromocriptine	DB01200	Edema	Pulmonary edema	C0034063	0.000187739463602	FSHR,CXCL2,CCR5,F2R,GHRH,CXCL8,ALB,FPR1	
olanzapine	DB00334	Hypertension	genetic hypertension	C0598428	9.45500105546e-05	ADRA2B,PTH,ACKR3,EDNRA,AGT,EDN1,CXCR6,SSTR4,LPAR2,ADRA1A,CYSLTR2,PTHLH	
olanzapine	DB00334	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000153285694269	CYP3A4,ARRB2,CYP2D6,CNR1,MTNR1A,HTR6,HTR1F,CYP1A2,F2R,PDE4B,DRD2,APOE,DRD1,HTR2A,DRD4,DRD3,MTNR1B,HTR2C	
olanzapine	DB00334	Myocardial infarction	Myocardial Infarction	C0027051	7.35936839137e-05	CCR3,CCR5,APOC3,CYP3A4,GRM8,ITGA2,ATM,CST3,GHRL,HTR1D,GFAP,CYP2D6,F2,SCN5A,CNR1,DAB2,APOC1,CDCP1,CHRM2,ADRA2B,APOA4,RAMP1,ABCB1,ADORA1,BDKRB2,CXCL6,CCR1,ADM,TF,CYP2C9,KCNMA1,CYP1A2,KNG1,CCR2,EDN2,TBXA2R,UTS2,F2R,EDNRA,AGTR2,ADRA1D,PTGER2,IGF2R,APOE,AGT,HTR2A,GHRH,CXCL10,APOB,ADRB3,NPY,ADRB2,SERPING1,CASR,HP,ADRB1,ADORA3,CCL5,EDNRB,CXCL8,VAMP8,TAS2R50,FN1,AHSG,EDN1,BDKRB1,CXCL12,GSN,LDLRAP1,GHSR,OPRK1,OPRD1,CFH,RLN2,LDLR,P2RY12,CXCR5,CYP2C19,F7,KRT16,F2RL1,APOA2,UTS2R,P2RY2,C3,GCG,APOA1,P2RY11,AVPR1A	
olanzapine	DB00334	Hypertension	Hypertension	C0020538	7.11559016644e-05	HTR4,CCR5,APOC3,CYP3A4,ITGA2,MC2R,ATM,CST3,GHRL,GNA12,HTR1B,GCGR,GNRH1,CYP2D6,CXCL2,F2,CNR1,AVP,APLNR,TTR,APOC1,ALB,APLN,HTR2B,PYY,ADRA2B,RAMP1,NPHS1,RYR2,CCR6,ABCB1,CCL21,ADORA1,BDKRB2,ADM,CYP2C9,KCNMA1,CYP1A2,KNG1,CHRM3,KISS1,POMC,PTH,SCARB2,LPAR1,CCR2,EDN2,CCL28,GPER1,UTS2,F2R,DRD2,AVPR2,LHB,EGF,CALCRL,SUCNR1,ACKR3,NPY2R,EDNRA,AGTR2,ADRA1D,PALB2,APOE,TRH,IAPP,GAL,DRD1,FPR1,GNAS,AGT,HTR2A,APOB,ADRB3,NPY,ADRB2,CASR,HP,ADRB1,DRD3,EDNRB,DNM2,FMO3,ADRA1B,OXT,GRAP2,GNAI2,GNA14,CXCL8,FN1,TAC3,MGST3,OXTR,LRP2,NPY1R,EDN1,BDKRB1,CXCL13,LDLRAP1,GHSR,SST,OPRD1,CXCR6,CRHR1,CFH,RAMP2,LDLR,TACR1,PTGER4,CYP2C19,SSTR4,LPAR2,NTS,PDYN,FSHR,F7,ADRA2C,CALCA,GABBR1,XCL1,ADRA2A,UTS2R,EGFR,P2RY2,PPBP,PTGER1,HGS,MC3R,ADRA1A,ADORA2B,TIAM1,TACR3,GPR83,EDN3,APP,ANXA1,CYSLTR2,SAA1,DMD,M6PR,HRH3,GCG,APOA1,TRHR,AVPR1A	
olanzapine	DB00334	Pneumonia	Pneumonia	C0032285	7.64053727042e-05	CCR3,ATM,CXCL2,C5AR1,CCR6,TRIP10,CCR1,KNG1,CCR9,POMC,CCL19,LPAR1,CCR2,PF4,F2R,CXCR3,LTB4R,CXCR2,IGF2R,CXCR4,ADRB2,HP,NPW,ADORA3,CCL5,PTAFR,FMO3,CXCL9,NLRC4,CCR8,C3AR1,CXCL8,FN1,TAC1,CYSLTR1,CXCL12,CXCL13,CXCL1,PTGDR2,LPAR2,F2RL1,EGFR,CFB,CXCL5,VIP,ADORA2B,C3,CCL20,APOA1	
olanzapine	DB00334	Hypertension	Essential hypertension	C0085580	8.41211653483e-05	PTGFR,ATM,GCGR,CYP2D6,APLNR,ALB,ADRA2B,ABCB1,ADORA1,BDKRB2,ADM,CYP2C9,KCNMA1,KNG1,POMC,PTH,LPAR1,EDN2,UTS2,CALCRL,EDNRA,AGTR2,ADRA1D,APOE,DRD1,GNAS,AGT,HTR2A,APOB,ADRB3,NPY,ADRB2,HP,ADRB1,DNM2,ADRA1B,GNAI2,EDN1,BDKRB1,LDLR,LPAR2,FSHR,CALCA,P2RY2,VIP,ADRA1A,TRHR,AVPR1A	
olanzapine	DB00334	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000114760482929	CCR5,APOC3,CYP3A4,CYP2D6,F2,CNR1,APOC1,ALB,CDCP1,APOA4,NPHS1,ABCB1,ADM,CYP2C9,PTH,CCR2,AGTR2,APOE,TRH,GAL,AGT,CCR7,APOB,ADRB3,NPY,ADRB2,HP,ADRB1,SLC25A13,CCL5,LRP2,LDLRAP1,LDLR,CYP2C19,FSHR,F7,APOA2,C3,SAA1,APOC2,GCG,APOA1	
olanzapine	DB00334	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.26999871184e-05	HTR1B,F2,APLNR,HTR2B,RYR2,BDKRB2,ADM,UTS2,EGF,EDNRA,CXCR2,APOE,AGT,CCR7,NPY,CASR,ADRB1,NPS,CCL5,EDNRB,DNM2,UTS2B,CXCL8,TAC1,EDN1,CYSLTR1,CXCR1,TACR2,CFH,RAMP2,TACR1,F2RL1,CALCA,VIP,ADORA2B,APOA1	
olanzapine	DB00334	Myocardial infarction	Acute myocardial infarction	C0155626	0.000136331792069	ITGA2,CST3,CYP2D6,F2,SCN5A,CHRM2,ADRA2B,ABCB1,CCL21,ADM,EDNRA,APOE,AGT,HTR2A,CXCR4,APOB,HP,ADRB1,CXCL8,EDN1,CXCL12,P2RY12,CYP2C19,F7,PIK3C2A,DMD,GCG,APOA1,P2RY11	
olanzapine	DB00334	Hypertension	Renovascular hypertension	C0020545	0.000126828398145	ATM,PTGER3,ADM,CXCR3,SUCNR1,AGTR2,AGT,CXCL10,ADRB1,FN1,AVPR1A	
olanzapine	DB00334	Pancreatitis	Pancreatitis	C0030305	0.000110352625953	NCOA3,GHRL,CNR1,ALB,BDKRB2,CCR1,TF,EDNRA,APOE,HTR2A,CASR,SLC25A13,CCL5,SCT,CTSL,CXCL8,EDN1,CNR2,SST,PPY,TACR1,CALCA,AP2S1,PTHLH,APOC2,CD4,CCK	
olanzapine	DB00334	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000156611637705	CYP3A4,ITGA2,HTR1B,GFAP,F2,TTR,ADORA1,BIN1,APOE,AGT,ADRB2,HP,ADRB1,EDNRB,RXFP1,VIPR2,EDN1,CXCL12,CAMTA1,CXCL1,TACR1,CALCA,SLA2,CCL20,DNAJC6	
olanzapine	DB00334	Myocardial infarction	Old myocardial infarction	C0155668	0.000219973237715	F2,APOA4,CYP2C9,APOE,APOB,APOA1	
ergotamine	DB00696	Hypertension	genetic hypertension	C0598428	8.26245443499e-05	CYSLTR2,LPAR2,SSTR4,EDN1,ACKR3,EDNRA,CXCR6,ADRA1A,ADRA2B,AGT	
ergotamine	DB00696	Hypertension	Essential hypertension	C0085580	7.23891790879e-05	APLNR,KNG1,ABCB1,ADRA1D,AVPR1A,LPAR2,AGTR2,P2RY2,LPAR1,POMC,EDN1,UTS2,GNAI2,HTR2A,APOE,ALB,KCNMA1,HP,GCGR,EDNRA,BDKRB1,ADORA1,ADRA1A,ADRA2B,ADRA1B,TRHR,BDKRB2,AGT,EDN2,NPY,PTGFR	
ergotamine	DB00696	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.87124280981e-05	APLNR,HTR2B,HTR1B,CCR7,TAC1,F2RL1,TACR2,CXCR2,CYSLTR1,CCL5,EDN1,UTS2,APOE,NPS,EDNRB,F2,EDNRA,CASR,CXCR1,BDKRB2,UTS2B,TACR1,CXCL8,AGT,NPY	
ergotamine	DB00696	Hypertension	Primary pulmonary hypertension	C0152171	9.90201134605e-05	APLNR,KNG1,HTR2B,HTR1B,CXCR4,CCR7,F2RL1,CCL5,EDN1,CXCL12,F2R,NPS,EDNRB,EDNRA,BDKRB1,CCR5,CCR1,BDKRB2	
midodrine	DB00211	Hypertension	Hypertension	C0020538	5.01450476585e-05	APOE,UTS2,GHRL,APOC1,NTS,OXTR,HP,LPAR2,GNA12,EDN2,EDN3,CYP2D6,CASR,TAC3,CHRM3,TACR1,AVPR1A,AGT,BDKRB1,EDNRB,ADRA1A,CST3,BDKRB2,EDN1,KISS1,UTS2R,ADRA1D,TRH,PTGER1,SAA1,LPAR1,CYSLTR2,XCL1,KCNMA1,ALB,F2,GNRH1,TACR3,GNA14,F2R,GCG,EDNRA,GCGR,P2RY2,APP,HTR2B,TRHR,GHSR,KNG1,ADRA1B,OXT	
midodrine	DB00211	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	APOE,UTS2,HP,LPAR2,EDN2,CYP2D6,AVPR1A,AGT,BDKRB1,ADRA1A,BDKRB2,EDN1,ADRA1D,LPAR1,KCNMA1,ALB,PTGFR,EDNRA,GCGR,P2RY2,TRHR,KNG1,ADRA1B	
midodrine	DB00211	Hypertension	genetic hypertension	C0598428	8.60029571217e-05	LPAR2,AGT,ADRA1A,EDN1,CYSLTR2,EDNRA	
midodrine	DB00211	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.00014048901782	APOE,UTS2,NPS,F2RL1,CASR,TACR1,AGT,EDNRB,BDKRB2,EDN1,F2,TAC1,TACR2,EDNRA,UTS2B,HTR2B,CYSLTR1	
midodrine	DB00211	Hypertension	Primary pulmonary hypertension	C0152171	0.000158734619137	NPS,F2RL1,BDKRB1,EDNRB,BDKRB2,EDN1,F2R,EDNRA,HTR2B,KNG1	
midodrine	DB00211	Hypertension	Ocular Hypertension	C0028840	0.000268651999432	CYP2D6,EDNRB,PTGFR,GHSR	
rotigotine	DB05271	Hypertension	Hypertension	C0020538	4.74537024392e-05	NPY1R,PTH,FPR1,CALCA,CXCL8,FSHR,PYY,ADRA2B,GNAS,AGT,CYP3A4,MC2R,ADRB1,ADRA2A,ADM,SSTR4,IAPP,CCR2,GAL,NPY,DRD3,CYP1A2,ADORA1,CNR1,ADORA2B,PPBP,CRHR1,SST,HTR1B,APP,CYP2D6,RAMP1,PDYN,KNG1,APLN,HRH3,CASR,SUCNR1,GABBR1,LHB,CXCL13,GCGR,GPER1,DRD2,MGST3,ADRA2C,ACKR3,NPY2R,CCL28,PTGER4,BDKRB1,APLNR,OPRD1,POMC,LPAR2,ADRB3,BDKRB2,RAMP2,CCL21,DRD1,AGTR2,ANXA1,MC3R,SAA1,CALCRL,GPR83,HTR4,GCG,CCR5,GNAI2,CXCL2,LPAR1,CCR6,CXCR6	
rotigotine	DB05271	Hypertension	Essential hypertension	C0085580	8.51722924596e-05	PTH,CALCA,FSHR,ADRA2B,GNAS,AGT,ADRB1,ADM,NPY,ADORA1,CYP2D6,KNG1,VIP,GCGR,BDKRB1,APLNR,POMC,LPAR2,ADRB3,BDKRB2,DRD1,AGTR2,CALCRL,GNAI2,LPAR1	
rotigotine	DB05271	Hypertension	genetic hypertension	C0598428	6.96244234571e-05	PTH,ADRA2B,AGT,SSTR4,ACKR3,LPAR2,CXCR6,PTHLH	
rotigotine	DB05271	Hypertension	Renovascular hypertension	C0020545	0.000100812650999	AGT,ADRB1,ADM,CXCL10,SUCNR1,PTGER3,CXCR3,AGTR2	
rotigotine	DB05271	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	9.77420352614e-05	CALCA,CXCL8,NPS,AGT,ADRB1,ADM,NPY,ADORA2B,HTR1B,CASR,VIP,CXCR1,APLNR,CXCR2,BDKRB2,RAMP2,CCR7,CCL5	
acetaminophen	DB00316	Pancreatitis	Pancreatitis, Alcoholic	C0376670	0.000240356135129	ABCB1,UGT1A7,CYP2E1,CYP1A1	
sunitinib	DB01268	Hypertension	Pulmonary arterial hypertension	C3203102	0.00011434393284	PTK2B,SRC,HSP90AA1,STAT1,ABCC4,ROCK2,ROCK1,PDGFA,FGF2,JAK2,FGFR3,PTPN11,HGF	
sunitinib	DB01268	Thrombocytopenia	Autoimmune thrombocytopenia	C0242584	0.000305281485781	NRAS,STAT1,ITGB3	
scopolamine	DB00747	Hypertension	genetic hypertension	C0598428	6.85213982579e-05	ADRA1A,ADRA2B,AGT,LPAR2,SSTR4,EDN1,EDNRA,CYSLTR2,CXCR6,ACKR3	
